# Name: V/50
# Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
# Coosys	J2000_2000.000:	eq_FK5 J2000
# Table	V_50_catalog:
# Name: V/50/catalog
# Title: The main part of the Catalogue
# Column	RA	(F8.4)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
# Column	DEC	(F8.4)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
# Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
# Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
      RA |      DEC |     HD |  Vmag
 305.935 |  37.4764 | 194335 |   5.9
306.7208 | -37.4031 | 194433 |  6.25
306.4271 |  -2.8003 | 194454 |  6.11
306.4333 |  10.0564 | 194526 |  6.33
306.4187 |  21.4097 | 194577 |  5.66
309.5775 | -81.2889 | 194612 |  5.91
 306.505 |   19.865 | 194616 |  6.41
  306.83 | -18.2117 | 194636 |  5.25
 306.135 |  53.5519 | 194668 |  6.51
306.5967 |  17.3156 | 194688 |  6.22
307.1946 | -35.5958 | 194783 |   6.1
306.2712 |     59.6 | 194882 |  6.44
307.1817 | -15.7417 | 194918 |  6.41
307.0312 |   8.4375 | 194937 |  6.25
307.1037 |  -3.3578 | 194939 |  6.13
 307.215 | -17.8136 | 194943 |  4.78
306.7821 |  34.3289 | 194951 |  6.39
  307.07 |   2.9369 | 194953 |  6.21
307.3804 | -22.3917 | 195006 |  6.16
306.8929 |  38.4403 | 195050 |  5.62
306.5979 |  56.6389 | 195066 |  6.36
306.7596 |  49.3833 | 195068 |  5.69
307.4687 | -18.5867 | 195093 |  6.74
307.4746 | -18.5833 | 195094 |  5.94
307.4125 |  -2.8856 | 195135 |  4.91
307.7367 | -29.1125 | 195206 |  6.39
307.3379 |  20.0878 | 195217 |  6.55
307.3487 |  30.3686 | 195295 |  4.01
 307.335 |  36.4547 | 195324 |  5.88
 307.575 |  10.8958 | 195325 |  6.08
307.7679 | -15.0564 | 195330 |  6.12
308.9654 | -69.6111 | 195402 |  6.11
307.7421 |  20.6058 | 195479 |  6.18
307.8042 |  11.2606 | 195483 |  7.11
307.4996 |  45.9286 | 195506 |  6.41
308.2183 | -24.9439 | 195549 |  6.36
307.3629 |  56.0681 | 195554 |  5.91
307.5146 |  48.9517 | 195556 |  4.95
308.0987 |  -9.8533 | 195564 |  5.65
308.4796 | -44.5161 | 195569 |  5.11
307.7467 |  36.9358 | 195593 |  6.19
 308.895 | -60.5817 | 195627 |  4.76
307.9925 |  25.8044 | 195692 |  6.34
307.3954 |  62.9942 | 195725 |  4.22
307.8283 |  49.2203 | 195774 |  5.44
308.3033 |  11.3033 | 195810 |  4.03
308.7312 | -38.0897 | 195814 |  6.44
307.8379 |  52.3097 | 195820 |  6.18
308.5487 | -13.7211 | 195838 |  6.13
308.6975 | -30.4736 | 195843 |   6.4
308.4733 |  10.0597 | 195922 |  6.56
308.4875 |  13.0272 | 195943 |  5.38
309.3971 |   -61.53 | 195961 |  4.88
307.9437 |    56.78 | 195964 |  6.14
308.2179 |  43.1917 | 195986 |   6.6
308.5417 |  20.9853 | 196035 |  6.48
310.5121 | -76.1806 | 196051 |   6.0
310.4321 | -75.3506 | 196067 |  6.55
308.8842 | -16.5258 | 196078 |  6.19
308.4758 |  35.2508 | 196093 |  4.61
308.4517 |  41.7722 | 196134 |  6.49
307.5029 |  72.5317 | 196142 |  6.27
309.3917 | -47.2914 | 196171 |  3.11
308.4787 |  46.6939 | 196178 |  5.78
308.8271 |  14.6742 | 196180 |  4.68
309.9642 | -62.9078 | 196317 |  6.22
309.1817 |    -2.55 | 196321 |  4.89
309.0346 |  25.8825 | 196362 |  6.41
310.0108 | -60.5489 | 196378 |  5.12
  308.71 |  51.8542 | 196379 |  6.11
309.4671 | -25.1089 | 196385 |  6.36
309.3262 |   0.0969 | 196426 |  6.22
307.8767 |  74.9547 | 196502 |   5.2
309.2696 |  26.4619 | 196504 |  5.59
310.4879 | -66.7608 | 196519 |  5.15
309.3875 |  14.5953 | 196524 |  3.63
309.4546 |  11.3778 | 196544 |  5.43
309.5846 |  -1.1053 | 196574 |  4.32
309.3825 |  31.5725 | 196606 |  6.32
309.4775 |  18.2692 | 196610 |  6.25
309.3858 |  31.5219 | 196629 |  6.49
309.3483 |  38.3286 | 196642 |   6.2
309.8183 | -14.9547 | 196662 |  5.22
 309.805 |  -2.4128 | 196712 |  6.22
309.6304 |  21.2011 | 196724 |  4.82
309.6829 |   13.315 | 196725 |  5.72
310.0825 | -33.4319 | 196737 |  5.47
309.6329 |  24.1161 | 196740 |  5.04
309.6462 |  23.6806 | 196753 |  5.91
309.7825 |  10.0861 | 196755 |  5.05
309.8537 |   0.4864 | 196758 |  5.16
310.0487 | -23.7739 | 196761 |  6.37
309.7708 |  15.8381 | 196775 |  5.97
310.0125 | -18.1386 | 196777 |   5.1
307.0608 |  81.4228 | 196787 |  5.46
  310.15 |  -26.645 | 196815 |  6.51
309.7942 |  21.8172 | 196821 |  6.08
309.7479 |  30.3344 | 196852 |  5.68
310.1354 | -16.1242 | 196857 |   5.8
309.9096 |  15.9119 | 196867 |  3.77
309.9658 |  11.2497 | 196885 |  6.42
307.3646 |  81.0914 | 196925 |  5.96
310.3487 | -31.5983 | 196917 |  5.76
310.3504 |    -26.0 | 196947 |  6.28
309.8887 |  40.5794 | 197018 |  6.06
309.8462 |  45.6669 | 197036 |  6.58
311.2396 | -66.2031 | 197051 |  3.42
310.1883 |  19.9353 | 197076 |  6.45
310.7208 | -39.5586 | 197093 |  6.29
309.7508 |   56.005 | 197101 |  6.48
310.1508 |  29.8053 | 197120 |  6.08
310.3175 |  14.5831 | 197121 |  5.99
310.0129 |  43.4586 | 197139 |  5.95
311.0096 | -51.9211 | 197157 |  4.51
310.2608 |  32.3072 | 197177 |  5.51
310.2517 |  39.0822 | 197226 |  6.51
310.4925 |  17.5214 | 197249 |  6.22
310.3579 |  45.2803 | 197345 |  1.25
310.0746 |  60.5053 | 197373 |  6.01
310.4854 |  41.7169 | 197392 |  5.67
310.5925 |  35.4561 | 197419 |  6.66
310.8646 |  15.0744 | 197461 |  4.43
310.5525 |    50.34 | 197511 |  5.39
307.2629 |  83.6256 | 197508 |  6.19
 311.305 | -27.2472 | 197540 |   6.5
310.8508 |  35.5878 | 197572 |  6.47
311.5837 | -39.1992 | 197630 |   5.5
312.3254 | -68.7764 | 197635 |  5.41
311.5775 | -36.1203 | 197649 |  6.49
311.5237 | -25.2708 | 197692 |  4.14
311.5417 | -21.5142 | 197725 |  5.93
310.6654 |  60.6014 | 197734 |  6.15
311.2187 |  25.2706 | 197752 |  4.91
310.8062 |  57.1142 | 197770 |  6.32
311.3675 |  18.0903 | 197812 |  6.38
311.4154 |  30.7197 | 197912 |  4.22
312.1217 | -43.9886 | 197937 |  5.11
311.0917 |  56.4881 | 197939 |  5.78
310.7958 |  66.6575 | 197950 |  5.58
 311.765 |  -2.4867 | 197954 |  6.27
311.6612 |  16.1244 | 197963 |  5.14
311.6646 |  16.1242 | 197964 |  4.27
311.5529 |  33.9703 | 197989 |  2.46
311.9192 |  -9.4958 | 198001 |  3.77
311.9342 |  -5.0278 | 198026 |  4.42
312.3708 | -46.2269 | 198048 |  4.89
311.9512 |   6.0083 | 198069 |  5.58
311.9492 |   3.3067 | 198070 |   6.4
311.3379 |  57.5797 | 198084 |  4.51
 311.795 |  34.3742 | 198134 |  4.92
311.3225 |  61.8389 | 198149 |  3.43
311.6604 |  46.5317 | 198151 |   6.3
312.9096 | -62.4292 | 198160 |  6.28
312.9117 | -62.4292 | 198161 |  6.59
312.3233 | -25.7814 | 198174 |  5.86
311.5883 |  52.9953 | 198181 |  6.33
311.8521 |  36.4908 | 198183 |  4.53
312.3354 | -18.0358 | 198208 |  6.21
312.4921 | -33.7797 | 198232 |   4.9
311.8367 |  45.5797 | 198237 |   6.4
311.1379 |  69.7519 | 198236 |  6.41
312.8754 | -51.6083 | 198308 |  5.05
311.9554 |  47.8319 | 198345 |  5.57
312.6962 | -32.0544 | 198356 |  6.36
312.7529 | -37.9133 | 198357 |  5.52
  311.97 |  52.4072 | 198387 |  6.27
312.4075 |  12.5453 | 198390 |  5.98
312.4512 |   7.8642 | 198391 |  6.33
312.4962 |   5.5447 | 198404 |  6.21
312.6742 |  -12.545 | 198431 |  5.88
312.2346 |  46.1142 | 198478 |  4.84
312.1779 |  51.9106 | 198513 |  6.29
 312.995 | -33.1772 | 198529 |  6.04
312.9554 | -26.9192 | 198542 |  4.11
312.6542 |  18.0514 | 198552 |  6.52
312.8571 |  -5.6264 | 198571 |  5.99
312.4779 |  46.6611 | 198625 |  6.33
312.5204 |  44.0594 | 198639 |  5.04
313.0362 |  -5.5069 | 198667 |  5.55
313.7025 | -58.4542 | 198700 |  3.65
313.4175 |   -39.81 | 198716 |  5.35
312.8675 |  28.2506 | 198726 |  5.77
 313.255 | -23.7831 | 198732 |  6.33
313.1633 |  -8.9833 | 198743 |  4.73
313.3542 | -30.7186 | 198751 |  6.35
313.6458 | -50.7278 | 198766 |  6.24
312.3225 |  64.0422 | 198781 |  6.45
313.2733 | -11.5736 | 198802 |  6.38
313.0321 |  27.0969 | 198809 |  4.59
313.0012 |  32.8492 | 198820 |  6.44
313.5283 | -27.9256 | 198853 |  6.41
313.4933 |  -6.8897 | 198949 |  6.44
313.2808 |  29.6494 | 198976 |  6.34
313.6996 | -17.9231 | 199012 |  5.78
313.3117 |  44.3872 | 199081 |  4.78
310.6467 |  82.5311 | 199095 |  5.75
313.3275 |  45.1819 | 199098 |  5.45
  313.36 |  42.4103 | 199099 |  6.66
313.4746 |  33.4378 | 199101 |  5.47
313.7837 |  -1.3733 | 199124 |  6.55
313.5933 |  28.5219 | 199140 |  6.56
  313.64 |  28.0575 | 199169 |  5.01
313.5929 |  40.7031 | 199218 |   6.7
313.9196 |   4.5328 | 199223 |  6.05
313.9029 |  13.7214 | 199253 |  5.17
313.9108 |  12.5686 | 199254 |  5.58
314.1971 | -26.2964 | 199260 |   5.7
314.0762 |  -3.5614 | 199280 |  6.57
 314.225 |  -9.6975 | 199345 |  5.51
311.8892 |  80.5522 | 199437 |  5.39
314.2942 |   0.4636 | 199442 |  6.05
314.4192 | -16.0317 | 199443 |  5.87
315.3671 | -68.2097 | 199475 |  6.37
313.9575 |  47.4178 | 199478 |  5.67
316.1792 | -77.0239 | 199532 |  5.15
314.0537 |   51.075 | 199578 |  6.63
314.1446 |   44.925 | 199579 |  5.96
314.6746 | -14.4828 | 199603 |  6.01
314.1062 |  50.7286 | 199611 |  5.81
314.1079 |  49.1958 | 199612 |   5.9
315.0896 | -51.2653 | 199623 |  5.76
314.2933 |  41.1672 | 199629 |  3.94
314.0708 |  56.8875 | 199661 |  6.23
314.6079 |  10.8392 | 199665 |  5.48
314.9987 | -36.1297 | 199684 |  6.11
314.5683 |  22.3258 | 199697 |  5.31
314.9004 | -19.0353 | 199728 |  6.25
314.7683 |   4.2936 | 199766 |  5.23
314.5812 |  44.4717 | 199870 |  5.55
314.6283 |  41.9403 | 199892 |  6.16
314.9617 |  16.8242 | 199941 |  6.66
315.0162 |   7.5164 | 199942 |  5.99
315.3229 | -32.2578 | 199951 |  4.67
314.6254 |  50.4622 | 199955 |  5.61
315.1408 |  -4.7303 | 199960 |  6.21
315.5525 | -43.0019 | 200011 |  6.64
313.6846 |  75.9256 | 200039 |  6.05
315.1154 |  19.3294 | 200044 |  5.65
315.4387 | -26.8811 | 200052 |  6.05
315.6133 | -38.5306 | 200073 |  5.94
314.9567 |  47.5211 | 200120 |  4.74
315.7417 | -38.6317 | 200163 |   5.3
314.8558 |  59.4386 | 200205 |  5.51
315.7925 | -27.7319 | 200245 |  6.25
315.3037 |  36.0261 | 200253 |  5.97
317.1996 | -76.2125 | 200266 |  6.58
315.2954 |  46.1558 | 200310 |  5.37
315.7483 |  -0.9247 | 200340 |   6.5
316.3092 | -54.7272 | 200365 |  5.16
315.7625 |   1.5319 | 200375 |  6.25
315.7575 |    14.73 | 200430 |  6.31
316.0192 |  -5.8233 | 200496 |  7.31
316.0196 |  -5.8231 | 200497 |  5.89
316.1012 |  -19.855 | 200499 |  4.84
317.3429 | -73.1731 | 200525 |  5.68
315.6004 |  44.7911 | 200527 |  6.19
  315.77 |  38.6575 | 200577 |  6.07
315.7021 |  45.8489 | 200595 |  6.48
315.5379 |  56.6697 | 200614 |  5.83
316.1446 |   5.5028 | 200644 |  5.61
316.1737 |   2.9419 | 200661 |  6.42
316.1892 |   2.2697 | 200663 |  6.33
316.6062 | -41.3861 | 200702 |  5.53
 316.505 |  -30.125 | 200718 |  5.68
315.9671 |  41.6281 | 200723 |  6.33
315.8583 |  50.3519 | 200740 |  6.37
317.1371 | -63.9289 | 200751 |  5.76
315.9304 |  46.8619 | 200753 |  6.32
316.4867 | -17.2328 | 200761 |  4.07
316.6029 | -32.3417 | 200763 |  5.18
316.3612 |   5.9583 | 200790 |  5.94
315.9483 |  53.2861 | 200817 |   5.9
316.2329 |  43.9278 | 200905 |  3.72
316.7821 | -25.0058 | 200914 |   4.5
317.8362 | -72.5442 | 200924 |   6.2
316.5979 |  26.9244 | 201051 |  6.12
316.9358 | -17.4553 | 201057 |  6.17
316.6262 |  31.1847 | 201078 |  5.82
316.7275 |  38.7458 | 201091 |  5.21
316.7304 |  38.7433 | 201092 |  6.03
  317.14 | -21.1936 | 201184 |   5.3
  316.89 |  15.6586 | 201196 |  6.34
316.6504 |  47.6483 | 201251 |  4.55
317.1175 |   6.9894 | 201298 |  6.15
317.3875 | -20.5564 | 201352 |  6.25
318.3354 | -70.1264 | 201371 |  5.02
317.3987 | -11.3717 | 201381 |  4.51
317.1621 |  30.2058 | 201433 |  5.59
317.4929 |   2.9433 | 201507 |  6.45
317.6954 |  -9.3539 | 201567 |  6.27
317.5854 |  10.1317 | 201601 |  4.69
  317.63 |  10.0489 | 201616 |  6.07
316.5971 |  71.4319 | 201636 |  5.87
318.0567 | -40.2694 | 201647 |  5.83
317.6333 |  22.4547 | 201671 |  6.68
317.9221 | -14.4722 | 201707 |  6.48
317.4942 |  45.5025 | 201733 |  6.63
318.2629 | -39.4253 | 201772 |  5.26
317.7662 |  36.2992 | 201819 |  6.54
 317.565 |  53.5633 | 201834 |  5.73
317.6292 |  47.6919 | 201836 |  6.46
318.3287 | -36.4239 | 201852 |  5.96
317.3704 |  63.2956 | 201888 |  6.54
318.3221 | -27.6194 | 201901 |  5.42
319.5671 | -75.3467 | 201906 |  6.63
316.3721 |  78.1264 | 201908 |  5.91
317.3833 |  68.4903 | 202012 |  7.33
318.9412 | -53.2631 | 202103 |  5.75
318.2342 |  30.2269 | 202109 |   3.2
  318.37 |  15.9825 | 202128 |  6.27
318.8112 | -40.5064 | 202135 |  6.21
318.5696 | -10.6053 | 202149 |  6.77
317.9508 |  59.9864 | 202214 |  5.64
318.3596 |  36.6336 | 202240 |  6.05
318.6542 |   0.0922 | 202259 |  6.38
318.7775 |  -17.345 | 202261 |  6.04
318.6204 |  10.0069 | 202275 |  4.49
 318.945 | -36.2108 | 202287 |  6.12
319.5012 | -64.6817 | 202299 |  6.31
318.5429 |  29.9011 | 202314 |  6.17
318.9079 | -20.6517 | 202320 |  5.24
318.9371 | -15.1714 | 202369 |  5.28
323.0175 |   -84.81 | 202418 |  6.45
318.6979 |  38.0456 | 202444 |  3.72
318.9558 |   5.2478 | 202447 |  3.92
 319.165 |  -1.6078 | 202554 |  6.48
318.4275 |  64.4039 | 202582 |  6.39
319.3062 | -13.2789 | 202606 |   6.4
319.4846 | -32.1725 | 202627 |  4.71
318.9033 |  47.9736 | 202654 |  6.46
319.4887 | -17.9853 | 202671 |  5.43
319.1233 |  42.2514 | 202720 |  6.43
319.5654 | -17.4622 | 202723 |  7.05
319.9667 | -53.4497 | 202730 |  4.39
319.5462 |  -4.5194 | 202753 |  5.82
319.7267 | -28.7656 | 202773 |   6.4
319.3542 |  39.3947 | 202850 |  4.23
319.3467 |  42.6833 | 202862 |  6.19
320.0396 | -45.0222 | 202874 |   6.0
319.4796 |  34.8969 | 202904 |  4.43
319.2583 |  53.9975 | 202923 |  6.13
319.9408 | -26.3531 | 202940 |  6.56
319.7167 |  11.2033 | 202951 |  5.96
319.3096 |  55.7981 | 202987 |  5.98
  320.19 | -40.8097 | 203006 |  4.82
320.3183 | -49.9378 | 203010 |  6.38
319.3283 |  58.6117 | 203025 |  6.42
319.6133 |  43.9458 | 203064 |   5.0
319.7304 |  41.0408 | 203096 |  6.15
321.0696 | -69.7342 | 203133 |  6.41
319.8425 |  38.2375 | 203156 |  5.83
320.0583 |  22.0264 | 203206 |  6.29
321.3254 | -71.7994 | 203212 |  6.09
320.2679 |    -4.56 | 203222 |  5.87
  319.87 |  49.5103 | 203245 |  5.76
 319.645 |  62.5856 | 203280 |  2.44
  320.27 |   7.3544 | 203291 |  5.82
319.8158 |  58.6236 | 203338 |  5.66
320.2683 |  23.8558 | 203344 |  5.57
320.2087 |  32.4528 | 203358 |  5.68
320.5617 | -16.8344 | 203387 |  4.28
318.9258 |  77.0122 | 203399 |  5.95
320.3417 |  32.6128 | 203439 |  6.04
320.2558 |  40.3456 | 203454 |   6.4
319.8425 |  64.8719 | 203467 |  5.18
320.7521 | -22.6689 | 203475 |   5.6
320.5217 |  19.8044 | 203504 |  4.08
318.3396 |  81.2308 | 203501 |  6.15
320.7346 |  -9.3194 | 203525 |  5.99
323.4767 | -82.6831 | 203532 |  6.38
321.0867 |  -46.615 | 203548 |  6.31
320.7233 |   6.8111 | 203562 |  5.16
320.1396 |  60.7569 | 203574 |  6.11
321.1033 | -41.0067 | 203585 |  5.77
321.6108 | -65.3661 | 203608 |  4.22
320.6746 |  30.3097 | 203630 |  6.05
  321.04 | -20.8519 | 203638 |  5.41
321.0329 | -22.7469 | 203639 |  6.38
320.5017 |  49.3889 | 203644 |  5.69
320.6954 |  38.6342 | 203696 |  6.63
321.0479 | -12.8781 | 203705 |  5.49
321.5642 | -54.6606 | 203760 |  6.12
320.8458 |  37.4067 | 203784 |  6.58
 320.995 |  24.2742 | 203803 |  5.71
321.1025 |  10.1742 | 203842 |  6.35
321.2154 |  -3.3983 | 203843 |  6.36
320.9512 |  37.3514 | 203857 |  6.47
321.0308 |  25.3122 | 203858 |  6.15
321.3046 |  -9.7486 | 203875 |   5.7
322.1871 | -69.5053 | 203881 |  5.34
321.0962 |  24.5289 | 203886 |  6.32
321.1417 |  26.1744 | 203925 |  5.68
321.3208 |  -3.5567 | 203926 |  5.49
321.5954 | -37.8294 | 203949 |  5.63
323.3358 | -80.0392 | 203955 |  6.47
321.7567 | -42.5478 | 204018 |  5.51
321.4646 |   0.5344 | 204041 |  6.46
321.6667 | -22.4114 | 204075 |  3.74
321.6171 |   1.1033 | 204121 |  6.13
321.2312 |  49.3233 | 204131 |  6.58
321.8117 | -21.1961 | 204139 |  5.78
321.3317 |  46.7144 | 204153 |   5.6
321.4458 |  36.6675 | 204172 |  5.94
321.6112 |  19.3756 | 204188 |  6.07
322.2512 | -53.7058 | 204228 |  6.39
322.0579 | -11.5683 | 204363 |  6.61
322.1808 | -21.8072 | 204381 |  4.51
322.2658 | -31.2386 | 204394 |   6.5
321.8392 |  37.1167 | 204403 |  5.31
 321.715 |   48.835 | 204411 |  5.31
321.9171 |  27.6086 | 204414 |  5.41
321.6875 |  52.8986 | 204428 |  6.03
322.1033 |   8.1956 | 204445 |   6.4
322.0346 |  32.2253 | 204485 |   5.8
322.2496 |  17.9058 | 204560 |  6.44
322.4983 | -19.1478 | 204577 |  6.57
322.2496 |  22.1794 | 204585 |  5.93
321.8554 |    59.75 | 204599 |   6.1
322.4871 |  23.6389 | 204724 |  4.57
322.2196 |  55.4186 | 204754 |  6.12
321.9421 |  66.8092 | 204770 |  5.44
322.3625 |  46.5406 | 204771 |  5.24
323.0246 | -41.1792 | 204783 |  5.29
323.0608 | -33.9447 | 204854 |  5.97
  322.79 |  12.1375 | 204862 |  6.08
322.8896 |  -5.5711 | 204867 |  2.91
323.3237 | -52.7375 | 204873 |  6.41
324.7342 | -79.4425 | 204904 |  6.18
323.1387 | -24.5906 | 204943 |  6.43
323.3479 | -44.8486 | 204960 |  5.57
 322.585 |  52.9581 | 204965 |  6.02
 322.165 |  70.5608 | 205021 |  3.23
321.2071 |  80.5247 | 205072 |  5.97
323.1129 |  23.3944 | 205087 |   6.7
323.5708 |  -42.925 | 205096 |  6.32
322.8646 |    52.62 | 205114 |  6.16
322.7471 |  60.4594 | 205139 |  5.53
323.7208 | -29.6961 | 205265 |  6.41
323.7125 | -20.0844 | 205289 |  5.69
323.2358 |  49.9778 | 205314 |  5.75
323.8162 | -23.4542 | 205342 |   6.4
323.3246 |  45.8542 | 205349 |  6.25
324.5121 | -64.8242 | 205417 |   6.2
323.6417 |  22.7547 | 205420 |  6.47
323.8233 |  -3.9831 | 205423 |  5.77
323.4954 |  45.5919 | 205435 |  4.02
324.0458 | -26.1714 | 205471 |  5.73
325.3687 |   -77.39 | 205478 |  3.76
323.6942 |  38.5342 | 205512 |   4.9
324.2037 | -33.0481 | 205529 |  6.11
323.8292 |  28.1972 | 205539 |  6.31
323.8625 |  24.4522 | 205541 |  6.11
323.6146 |  51.6983 | 205551 |  6.15
  324.27 | -19.4661 | 205637 |  4.68
324.0579 |  30.0556 | 205688 |  6.36
  324.01 |  45.3747 | 205730 |  5.53
324.3908 |  -0.3903 | 205765 |  6.25
324.4379 |  -7.8542 | 205767 |  4.69
324.4321 |   6.6183 | 205811 |  6.18
324.2375 |  40.4136 | 205835 |  5.01
324.4392 |  19.3186 | 205852 |  5.45
324.7754 | -33.6792 | 205872 |  6.28
324.9987 | -52.3592 | 205877 |  6.21
324.6329 |   5.7717 | 205924 |  5.67
  325.14 | -55.7375 | 205935 |  6.33
324.3662 |  44.6967 | 205939 |   6.2
324.8671 | -10.5769 | 206005 |  6.08
324.6875 |  25.4989 | 206027 |  6.16
324.4112 |  54.0422 | 206040 |  6.15
324.7546 |  20.2653 | 206043 |  5.85
324.8887 |   2.2436 | 206067 |   5.1
325.0229 | -16.6622 | 206088 |  3.68
  324.48 |  62.0819 | 206165 |  4.73
327.7262 | -82.7192 | 206240 |  5.29
  324.74 |  57.4892 | 206267 |  5.62
325.4421 | -25.1019 | 206291 |  6.49
325.3871 | -14.0475 | 206301 |  5.18
325.0462 |  43.2739 | 206330 |  5.11
325.5033 | -23.2628 | 206356 |  5.24
  326.37 | -71.0089 | 206399 |  6.01
325.5421 |   1.2853 | 206445 |  5.67
325.6646 | -18.8664 | 206453 |  4.73
325.5646 |     5.68 | 206487 |   5.3
325.1804 |  54.8722 | 206509 |   6.2
325.3929 |  40.8053 | 206538 |  6.11
325.6375 |  10.8247 | 206540 |  6.09
325.8062 | -19.6208 | 206546 |  6.22
341.3692 | -88.8183 | 206553 |  6.57
325.7683 | -14.3997 | 206561 |  5.88
325.5046 |  35.5103 | 206570 |  6.07
 325.535 |  45.7658 | 206632 |  6.17
326.1229 | -38.5525 | 206642 |   6.3
325.5954 |  41.0772 | 206644 |  5.69
325.5237 |  51.1897 | 206672 |  4.67
326.0042 | -14.7494 | 206677 |  5.99
326.3292 | -49.4986 | 206690 |  6.45
325.6621 |  49.6003 | 206731 |  6.09
326.2367 | -33.0258 | 206742 |  4.34
325.7767 |   41.155 | 206749 |  5.49
325.8571 |  38.2839 | 206774 |  5.65
326.0467 |    9.875 | 206778 |  2.39
326.0358 |  28.7428 | 206826 |  4.73
326.0346 |  28.7431 | 206827 |  6.08
326.2512 |  -9.0825 | 206834 |  5.09
325.6892 |  59.2711 | 206842 |  6.08
326.1279 |    17.35 | 206859 |  4.34
326.1304 |  14.7719 | 206860 |  5.94
326.1612 |   25.645 | 206901 |  4.13
325.8767 |    58.78 | 206936 |  4.08
325.4804 |  71.3114 | 206952 |  4.56
326.5679 |  -9.2758 | 207005 |   6.0
326.6337 | -11.3658 | 207052 |  5.58
326.4354 |  35.8572 | 207088 |   6.4
326.5183 |  22.9489 | 207089 |  5.29
  326.76 | -16.1272 | 207098 |  2.87
327.0658 | -47.3036 | 207129 |  5.58
325.7667 |  72.3203 | 207130 |  5.17
   326.6 |  25.5633 | 207134 |  6.28
326.9342 | -30.8983 | 207155 |  5.01
326.2221 |  62.4606 | 207198 |  5.95
326.8083 |   2.6861 | 207203 |  5.64
326.5692 |  43.0608 | 207218 |  6.54
326.7696 |  17.1942 | 207223 |  6.21
327.5004 | -64.7125 | 207229 |  5.62
326.9087 |  -5.9172 | 207235 |  6.17
327.6962 | -69.6294 | 207241 |  5.53
326.3621 |  61.1208 | 207260 |  4.29
326.6983 |  49.3094 | 207330 |  4.23
327.0346 |  36.5806 | 207446 |  6.47
327.4212 | -12.7231 | 207503 |  6.31
327.1225 |  38.6486 | 207516 |  6.12
326.8554 |  60.6928 | 207528 |  5.52
327.5546 | -16.8447 | 207552 |  6.38
327.3621 |  20.4625 | 207563 |  6.29
326.7542 |  70.1508 | 207636 |  6.29
327.4612 |  30.1742 | 207650 |  5.04
327.5362 |  17.2856 | 207652 |  5.29
327.4171 |  41.1489 | 207673 |  6.48
327.9242 | -18.6231 | 207760 |  6.16
327.3292 |  61.2728 | 207780 |  6.17
327.8925 |  19.8267 | 207840 |  5.77
327.7704 |  39.5367 | 207857 |  6.17
328.0758 |  21.2731 | 207932 |  6.89
328.3242 | -13.5517 | 207958 |  5.08
328.7979 | -61.8864 | 207964 |   5.9
328.4821 |  -37.365 | 207971 |  3.01
328.1246 |  28.7933 | 207978 |  5.53
   328.4 | -10.3117 | 208008 |  6.59
328.2658 |   25.925 | 208057 |  5.08
328.0042 |  55.7969 | 208095 |  5.71
328.4058 |  19.6683 | 208108 |  5.68
328.4908 |   6.8644 | 208110 |  6.15
328.5433 |  -4.2761 | 208111 |  5.71
327.9054 |  65.7528 | 208132 |  6.37
329.0583 | -57.8994 | 208149 |  6.19
328.6496 |  -3.3011 | 208177 |   6.2
328.5725 |  19.7183 | 208202 |  6.39
328.9817 | -30.6064 | 208285 |  6.41
 329.095 | -37.2536 | 208321 |  5.46
329.2592 | -37.7469 | 208435 |  6.18
329.4796 | -54.9925 | 208450 |   4.4
329.6254 | -59.0122 | 208496 |  6.12
330.4671 | -77.6625 | 208500 |  6.41
328.7217 |  56.6114 | 208501 |   5.8
   329.1 |  21.2397 | 208527 |   6.4
 329.235 |  12.0764 | 208565 |  5.54
328.8362 |  61.5419 | 208606 |  6.13
328.8796 |  65.3208 | 208682 |  5.86
329.5554 |  -5.4247 | 208703 |  6.33
329.2592 |  48.6686 | 208727 |  6.42
329.6825 | -21.1828 | 208735 |  6.12
329.8246 | -38.3953 | 208737 |   5.5
330.7658 | -76.1186 | 208741 |  5.95
330.1004 | -55.8828 | 208796 |  6.01
329.7292 |  -4.3731 | 208801 |  6.22
329.1629 |  63.6256 | 208816 |  4.91
329.2962 |  66.1561 | 208947 |  6.43
330.0329 |   6.7175 | 209008 |   6.0
330.2092 | -28.4536 | 209014 |  5.42
  330.84 | -56.7861 | 209100 |  4.69
329.7225 |  62.6983 | 209112 |  5.93
329.8458 |  57.6583 | 209124 |  6.59
330.2708 |    0.605 | 209128 |  5.58
330.1117 |  33.0061 | 209149 |  6.46
330.2725 |  13.1197 | 209166 |   5.6
330.2883 |   8.2572 | 209167 |  5.65
330.5496 | -17.9036 | 209240 |  6.28
329.4625 |  74.9967 | 209258 |  6.35
330.6108 | -16.9642 | 209278 |  6.37
330.5058 |  10.9739 | 209288 |  6.37
